UT;DI;TI;CR;Freq1AU;FreqTT;DOI_CR;Ref_ID
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Champion D, 2007, SYST PRACT ACT RES, V20, P455, DOI 10.1007/s11213-007-9070-8;1;1;10.1007/s11213-007-9070-8;doi0358
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Checkland P., 1981, SYSTEMS THINKING SYS;2;3;;ref0087
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Checkland P. B., 1990, SOFT SYSTEMS METHODO;1;3;;ref0086
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Churchman C.W., 1979, SYSTEMS APPROACH;1;3;;ref0093
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;CHURCHMAN CW, 1970, MANAGE SCI B APPL, V17, pB3;2;3;;ref0094
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Cohen J. L., 1992, CIVIL SOC POLITICAL;1;1;;ref0103
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Cordoba J. R., 2003, CRITICAL REFLECTIONS;1;1;;ref0109
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Cordoba JR, 2006, J OPER RES SOC, V57, P1064, DOI 10.1057/palgrave.jors.2602081;1;1;10.1057/palgrave.jors.2602081;doi1084
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Cordoba JR, 2008, EUR J INFORM SYST, V17, P125, DOI 10.1057/ejis.2008.4;1;1;10.1057/ejis.2008.4;doi1046
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Cronin K, 2014, EUR J OPER RES, V233, P145, DOI 10.1016/j.ejor.2013.08.012;1;1;10.1016/j.ejor.2013.08.012;doi0456
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Dangelico RM, 2013, J PROD INNOVAT MANAG, V30, P642, DOI 10.1111/jpim.12013;1;1;10.1111/jpim.12013;doi1680
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Deutz P, 2017, GEOFORUM, V85, P336, DOI 10.1016/j.geoforum.2017.03.021;1;1;10.1016/j.geoforum.2017.03.021;doi0489
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;DONALDSON T, 1995, ACAD MANAGE REV, V20, P65, DOI 10.5465/AMR.1995.9503271992;2;2;10.5465/AMR.1995.9503271992;doi2405
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Dyer JH, 1998, ACAD MANAGE REV, V23, P660, DOI 10.2307/259056;1;1;10.2307/259056;doi2257
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;EDEN C, 1995, EUR J OPER RES, V81, P302, DOI 10.1016/0377-2217(93)E0241-O;1;10;10.1016/0377-2217(93)E0241-O;doi0406
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Elias AA, 2002, R&D MANAGE, V32, P301, DOI 10.1111/1467-9310.00262;1;2;10.1111/1467-9310.00262;doi1515
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Elias AA, 2017, IIM KOZHIKODE SOC MA, V6, P123, DOI 10.1177/2277975216681105;1;2;10.1177/2277975216681105;doi1924
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Fliaster A, 2017, R&D MANAGE, V47, P689, DOI 10.1111/radm.12257;2;2;10.1111/radm.12257;doi1709
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Flood R. L., 1991, CREATIVE PROBLEM SOL;1;1;;ref0170
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Foote JL, 2007, J OPER RES SOC, V58, P645, DOI 10.1057/palgrave.jors.2602248;3;3;10.1057/palgrave.jors.2602248;doi1088
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Franco LA, 2006, J OPER RES SOC, V57, P813, DOI 10.1057/palgrave.jors.2602169;1;1;10.1057/palgrave.jors.2602169;doi1087
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Freeman RE, 2004, ORGAN SCI, V15, P364, DOI 10.1287/orsc.1040.0066;3;5;10.1287/orsc.1040.0066;doi1987
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Freeman RE, 1994, BUSINESS ETHICS Q, V4, P409, DOI DOI 10.2307/3857340;2;5;10.2307/3857340;doi2304
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Garriga E, 2014, J BUS ETHICS, V120, P489, DOI 10.1007/s10551-013-2001-y;1;1;10.1007/s10551-013-2001-y;doi0306
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gomes HI, 2018, J CLEAN PROD, V202, P401, DOI 10.1016/j.jclepro.2018.08.163;3;3;10.1016/j.jclepro.2018.08.163;doi0704
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;GOODMAN LA, 1961, ANN MATH STAT, V32, P148, DOI 10.1214/aoms/1177705148;1;1;10.1214/aoms/1177705148;doi1932
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gray B., 2013, SUSTAINABILITY PARTN;2;2;;ref0197
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gregory A. J., 2013, EUR J OPER RES, V227, P409, DOI 10.1016/j.ejor.2012.11;1;14;10.1016/j.ejor.2012.11;doi0454
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;GREGORY AJ, 1992, J OPER RES SOC, V43, P19, DOI 10.2307/2583695;1;14;10.2307/2583695;doi2241
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;GREGORY AJ, 1992, SYST PRACTICE, V5, P37, DOI 10.1007/BF01060046;1;14;10.1007/BF01060046;doi0235
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gregory A, 2015, J OPER RES SOC, V66, P627, DOI 10.1057/jors.2014.27;2;14;10.1057/jors.2014.27;doi1066
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gregory AJ, 2018, EUR J OPER RES, V268, P1111, DOI 10.1016/j.ejor.2017.07.037;3;14;10.1016/j.ejor.2017.07.037;doi0460
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gregson N, 2015, ECON SOC, V44, P218, DOI 10.1080/03085147.2015.1013353;1;2;10.1080/03085147.2015.1013353;doi1183
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gregson N, 2013, ECON SOC, V42, P1, DOI 10.1080/03085147.2012.661625;1;2;10.1080/03085147.2012.661625;doi1182
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Gulati R., 2007, MANAGING NETWORK RES;1;1;;ref0205
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Habermas J., 1976, COMMUNICATION EVOLUT;1;1;;ref0208
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Helfgott A, 2018, EUR J OPER RES, V268, P852, DOI 10.1016/j.ejor.2017.11.056;1;1;10.1016/j.ejor.2017.11.056;doi0468
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Herron R, 2018, EUR J OPER RES, V268, P825, DOI 10.1016/j.ejor.2017.08.009;3;3;10.1016/j.ejor.2017.08.009;doi0463
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Hester P, 2015, PROCEDIA COMPUT SCI, V61, P92, DOI 10.1016/j.procs.2015.09.159;1;1;10.1016/j.procs.2015.09.159;doi0836
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Hinings C. R, 2003, ADM SCI Q, V47, P411;1;1;;ref0237
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Hodgson A. M., 2007, SCENARIOS SUCCESS, P121;4;4;;ref0239
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Jackson M. C., 1987, NEW DIRECTIONS MANAG;1;18;;ref0258
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;JACKSON MC, 1990, J OPER RES SOC, V41, P657;1;18;;ref0260
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Jackson MC, 2006, J OPER RES SOC, V57, P868, DOI 10.1057/palgrave.jors.2602093;1;18;10.1057/palgrave.jors.2602093;doi1085
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;JACKSON MC, 1988, J OPER RES SOC, V39, P715;1;18;;ref0259
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;JACKSON MC, 1984, J OPER RES SOC, V35, P473, DOI 10.1057/jors.1984.101;1;18;10.1057/jors.1984.101;doi1061
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Jackson MC, 1991, SYSTEMS METHODOLOGY;1;18;;ref0261
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Johansson N, 2014, RESOUR POLICY, V41, P72, DOI 10.1016/j.resourpol.2014.04.001;1;1;10.1016/j.resourpol.2014.04.001;doi0862
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Johnson M. P., 2012, COMMUNITY BASED OPER;1;3;;ref0267
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Jones T. M., 1995, ACAD MANAGE REV, V20, P404;1;2;;ref0269
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Jones TM, 2018, ACAD MANAGE REV, V43, P371, DOI 10.5465/amr.2016.0111;1;2;10.5465/amr.2016.0111;doi2446
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;KEENEY RL, 1994, SLOAN MANAGE REV, V35, P33;3;3;;ref0273
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;KEYS P, 1988, SYST RES, V5, P65, DOI 10.1002/sres.3850050108;1;5;10.1002/sres.3850050108;doi0215
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Keys P, 2002, J OPER RES SOC, V53, P123;1;5;;ref0279
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Konsti-Laakso S, 2018, EUR J OPER RES, V268, P1040, DOI 10.1016/j.ejor.2017.12.002;1;1;10.1016/j.ejor.2017.12.002;doi0469
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Laouris Y, 2018, EUR J OPER RES, V268, P918, DOI 10.1016/j.ejor.2017.04.039;1;1;10.1016/j.ejor.2017.04.039;doi0458
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Laplume AO, 2008, J MANAGE, V34, P1152, DOI 10.1177/0149206308324322;1;1;10.1177/0149206308324322;doi1818
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Maslow AH, 1943, PSYCHOL REV, V50, P370, DOI 10.1037/h0054346;1;1;10.1037/h0054346;doi1031
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;McAllister K., 1999, UNDERSTANDING PARTIC;1;1;;ref0362
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 1999, OMEGA-INT J MANAGE S, V27, P259, DOI 10.1016/S0305-0483(98)00044-9;1;52;10.1016/S0305-0483(98)00044-9;doi0957
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 2011, J OPER RES SOC, V62, P1543, DOI 10.1057/jors.2010.76;1;52;10.1057/jors.2010.76;doi1063
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 1998, J OPER RES SOC, V49, P467, DOI 10.2307/3009885;2;52;10.2307/3009885;doi2284
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;MIDGLEY G, 1992, SYST PRACTICE, V5, P5, DOI 10.1007/BF01060044;1;52;10.1007/BF01060044;doi0234
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 1998, J OPER RES SOC, V49, P1219;2;52;;ref0376
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 1990, SYSTEMIST, V12, P108;1;52;;ref0375
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G., 2004, COMMUNITY OPERATIONA;1;52;;ref0379
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 2015, SAGE HDB ACTION RES;1;52;;ref0377
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G., 2000, SYSTEMIC INTERVENTIO;8;52;;ref0378
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 2007, SYST RES BEHAV SCI, V24, P233, DOI 10.1002/sres.827;2;52;10.1002/sres.827;doi0216
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 2007, SYST PRACT ACT RES, V20, P195, DOI 10.1007/s11213-006-9059-8;4;52;10.1007/s11213-006-9059-8;doi0357
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 2018, EUR J OPER RES, V268, P771, DOI 10.1016/j.ejor.2017.08.014;4;52;10.1016/j.ejor.2017.08.014;doi0464
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Midgley G, 2013, EUR J OPER RES, V229, P143, DOI 10.1016/j.ejor.2013.01.047;1;52;10.1016/j.ejor.2013.01.047;doi0455
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Mingers J, 2004, EUR J OPER RES, V152, P530, DOI 10.1016/S0377-2217(03)00056-0;2;7;10.1016/S0377-2217(03)00056-0;doi0962
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Mingers J., 2011, OR MS TODAY, V36, P48;1;7;;ref0387
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Mitchell RK, 1997, ACAD MANAGE REV, V22, P853, DOI 10.2307/259247;1;1;10.2307/259247;doi2262
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Morgan TKKB, 2018, EUR J OPER RES, V268, P984, DOI 10.1016/j.ejor.2017.05.030;1;1;10.1016/j.ejor.2017.05.030;doi0459
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Moss RL, 2013, ENERG POLICY, V55, P556, DOI 10.1016/j.enpol.2012.12.053;1;2;10.1016/j.enpol.2012.12.053;doi0479
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Moss R. L, 2011, LUXEMBOURG JCR SCI T;1;2;;ref0398
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Mwiti F, 2018, EUR J OPER RES, V268, P875, DOI 10.1016/j.ejor.2017.12.009;1;1;10.1016/j.ejor.2017.12.009;doi0470
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;NASI J, 1995, UNDERSTANDING STAKEH, P19;1;1;;ref0403
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Neville BA, 2006, J BUS ETHICS, V66, P377, DOI 10.1007/s10551-006-0015-4;1;1;10.1007/s10551-006-0015-4;doi0248
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Ormerod R, 2017, J OPER RES SOC, V68, P507, DOI 10.1057/s41274-016-0011-8;1;3;10.1057/s41274-016-0011-8;doi1096
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Ormerod RJ, 2014, J OPER RES SOC, V65, P1245, DOI 10.1057/jors.2013.78;1;3;10.1057/jors.2013.78;doi1065
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Ormerod RJ, 1998, J OPER RES SOC, V49, P1221, DOI 10.2307/3010105;1;3;10.2307/3010105;doi2285
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Pickering A., 1995, MANGLE PRACTICE TIME;1;1;;ref0436
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Pinzon-Salcedo LA, 2018, EUR J OPER RES, V268, P946, DOI 10.1016/j.ejor.2017.11.040;1;1;10.1016/j.ejor.2017.11.040;doi0467
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Postmes T, 2005, J PERS SOC PSYCHOL, V89, P747, DOI 10.1037/0022-3514.89.5.747;1;1;10.1037/0022-3514.89.5.747;doi1018
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Pouloudi N, 2016, J ASSOC INF SYST, V17, P107;8;8;;ref0447
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Reicher S, 2001, POLIT PSYCHOL, V22, P383, DOI 10.1111/0162-895X.00246;3;3;10.1111/0162-895X.00246;doi1499
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Ritchie C., 1994, COMMUNITY WORKS 26 C;1;1;;ref0469
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Rosenhead J, 2001, RATIONAL ANAL PROBLE;1;5;;ref0473
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Rosenhead J., 1989, RATIONAL ANAL PROBLE;1;5;;ref0474
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Rouwette EAJA, 2011, J OPER RES SOC, V62, P879, DOI 10.1057/jors.2010.78;1;1;10.1057/jors.2010.78;doi1064
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Rowley TJ, 1997, ACAD MANAGE REV, V22, P887, DOI 10.2307/259248;1;1;10.2307/259248;doi2263
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Schneider T, 2017, J BUS ETHICS, V144, P41, DOI 10.1007/s10551-015-2845-4;3;3;10.1007/s10551-015-2845-4;doi0315
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;SCHOEMAKER PJH, 1995, SLOAN MANAGE REV, V36, P25;1;1;;ref0487
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Shell, 2008, SCEN EXPL GUID;1;1;;ref0502
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Stern R. N., 1995, ADM SCI Q, V41, P146;1;1;;ref0518
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Tajfel H., 1972, CONTEXT SOCIAL PSYCH, P69;2;2;;ref0529
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;TAKET A, 1994, J OPER RES SOC, V45, P123, DOI 10.1038/sj/jors/0450201;2;5;10.1038/sj/jors/0450201;doi1039
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Taket A., 2000, PARTNERSHIP PARTICIP;1;5;;ref0530
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Turner J.C., 1987, REDISCOVERING SOCIAL;2;3;;ref0548
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Turner JC, 1991, SOCIAL INFLUENCE;1;3;;ref0549
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Ufua DE, 2018, EUR J OPER RES, V268, P1134, DOI 10.1016/j.ejor.2017.08.004;3;3;10.1016/j.ejor.2017.08.004;doi0462
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;ULRICH W, 1993, SYST PRACTICE, V6, P583, DOI 10.1007/BF01059480;1;15;10.1007/BF01059480;doi0232
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;ULRICH W, 1987, EUR J OPER RES, V31, P276, DOI 10.1016/0377-2217(87)90036-1;1;15;10.1016/0377-2217(87)90036-1;doi0405
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Ulrich W., 1983, CRITICAL HEURISTICS;8;15;;ref0552
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;ULRICH W, 1988, SYST PRACTICE, V1, P137, DOI DOI 10.1007/BF01059855;1;15;10.1007/BF01059855;doi0233
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Ulrich W., 1988, SYSTEMS PRACTICE, V1, P41;1;15;;ref0553
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;ULRICH W, 1996, PRIMER CRITICAL SYST;2;15;;ref0551
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;ULRICH W, 1996, CRITICAL SYSTEMS THI;1;15;;ref0550
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;van der Heijden K., 2005, SCENARIOS ART STRATE;2;2;;ref0562
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Vayrynen T., 1995, PARADIGMS, V9, P71;1;1;;ref0565
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Walker D. H. T., 2005, MANAG DECIS, V43, P649, DOI DOI 10.1108/00251740510597680;1;1;10.1108/00251740510597680;doi1317
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Wang W, 2015, EUR J OPER RES, V246, P562, DOI 10.1016/j.ejor.2015.05.014;3;5;10.1016/j.ejor.2015.05.014;doi0457
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;White L, 2006, J OPER RES SOC, V57, P842, DOI 10.1057/palgrave.jors.2602149;2;7;10.1057/palgrave.jors.2602149;doi1086
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Wulf T., 2011, 5 LEIPZ GRAD SCH MAN;1;1;;ref0612
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Yearley S, 2006, ENVIRON PLANN C, V24, P701, DOI 10.1068/c0610j;1;1;10.1068/c0610j;doi1135
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Yearworth M, 2018, EUR J OPER RES, V268, P809, DOI 10.1016/j.ejor.2018.01.024;2;2;10.1016/j.ejor.2018.01.024;doi0471
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Zhang FF, 2014, FRONT ENV SCI ENG, V8, P256, DOI 10.1007/s11783-013-0585-1;1;4;10.1007/s11783-013-0585-1;doi0382
WOS:000510524300024;10.1016/j.ejor.2019.10.044;Stakeholder identification and engagement in problem structuring interventions;Zhang W, 2014, ENERG POLICY, V75, P403, DOI 10.1016/j.enpol.2014.09.016;1;4;10.1016/j.enpol.2014.09.016;doi0480
WOS:000516630100006;10.1017/mor.2019.23;Can Small Shareholders Protect Their Interests from Expropriation: The Case of a Chinese Bank;ADMATI AR, 1994, J POLIT ECON, V102, P1097, DOI 10.1086/261965;1;1;10.1086/261965;doi1273
WOS:000516630100006;10.1017/mor.2019.23;Can Small Shareholders Protect Their Interests from Expropriation: The Case of a Chinese Bank;Aggarwal R, 2011, J FINANC ECON, V100, P154, DOI 10.1016/j.jfineco.2010.10.018;1;1;10.1016/j.jfineco.2010.10.018;doi0730
WOS:000516630100006;10.1017/mor.2019.23;Can Small Shareholders Protect Their Interests from Expropriation: The Case of a Chinese Bank;Ashforth BE, 1999, ACAD MANAGE REV, V24, P413, DOI 10.5465/AMR.1999.2202129;1;1;10.5465/AMR.1999.2202129;doi2409
WOS:000516630100006;10.1017/mor.2019.23;Can Small Shareholders Protect Their Interests from Expropriation: The Case of a Chinese Bank;Barker R, 2012, ACCOUNT ORG SOC, V37, P207, DOI 10.1016/j.aos.2012.02.004;2;2;10.1016/j.aos.2012.02.004;doi0422
WOS:000516630100006;10.1017/mor.2019.23;Can Small Shareholders Protect Their Interests from Expropriation: The Case of a Chinese Bank;Bebchuk LA, 2015, COLUMBIA LAW REV, V115, P1085;1;1;;ref0042
WOS:000516630100006;10.1017/mor.2019.23;Can Small Shareholders Protect Their Interests from Expropriation: The Case of a Chinese Bank;Berkman H, 2009, J BANK FINANC, V33, P141, DOI 10.1016/j.jbankfin.2007.11.001;1;1;10.1016/j.jbankfin.2007.11.001;doi0642
WOS:000516630100006;10.1017/mor.2019.23;Can Small Shareholders Protect Their Interests from Expropriation: The Case of a Chinese Bank;Brav A, 2015, REV FINANC STUD, V28, P2723, DOI 10.1093/rfs/hhv037;3;3;10.1093/rfs/hhv037;doi1312
